METADATA
initial_wait_s: 15
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 1
country: colombia
place: akuara
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: tcs34725
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-05-21T09:37:06:096Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-05-21T10:10:37:327Z 10953 16501 21837 26060 28689 29974 35790 41219 65535 55267
2025-05-21T10:10:38:360Z 10945 16492 21823 26043 28688 29960 35773 41201 65535 55253
2025-05-21T10:10:39:392Z 10943 16491 21818 26028 28676 29952 35764 41190 65535 55236
2025-05-21T10:10:40:424Z 10945 16490 21819 26039 28687 29951 35769 41190 65535 55276
2025-05-21T10:10:41:456Z 10946 16491 21815 26033 28679 29957 35772 41202 65535 55280
2025-05-21T10:10:42:488Z 10947 16486 21815 26022 28679 29937 35745 41179 65535 55214
2025-05-21T10:10:43:522Z 10938 16480 21813 26022 28676 29930 35739 41161 65535 55225
2025-05-21T10:10:44:555Z 10937 16476 21804 26004 28658 29911 35710 41155 65535 55192
2025-05-21T10:10:46:587Z 10935 16468 21805 25995 28657 29889 35720 41139 65535 55200
2025-05-21T10:10:47:620Z 10928 16466 21797 25976 28627 29871 35668 41115 65535 55151
2025-05-21T10:10:48:653Z 10917 16453 21781 25952 28623 29861 35665 41097 65535 55138
2025-05-21T10:10:49:685Z 10920 16448 21782 25944 28622 29858 35661 41094 65535 55113
2025-05-21T10:10:50:720Z 10919 16448 21769 25939 28628 29863 35665 41095 65535 55097
2025-05-21T10:10:51:755Z 10917 16448 21764 25944 28628 29856 35656 41087 65535 55081
2025-05-21T10:10:52:787Z 10914 16442 21773 25926 28607 29814 35616 41072 65535 55055
2025-05-21T10:10:53:819Z 10905 16435 21765 25900 28606 29814 35607 41049 65535 55026
2025-05-21T10:10:54:852Z 10908 16435 21760 25894 28599 29785 35576 41027 65535 55020
2025-05-21T10:10:55:885Z 10900 16421 21747 25887 28584 29799 35585 41035 65535 54997
2025-05-21T10:10:56:919Z 10916 16429 21757 25904 28594 29819 35605 41042 65535 54982
2025-05-21T10:10:57:951Z 10915 16425 21747 25904 28589 29818 35586 41033 65535 54982
2025-05-21T10:10:58:983Z 10909 16417 21739 25891 28586 29812 35582 41023 65535 54955
2025-05-21T10:10:59:016Z 10909 16415 21744 25889 28580 29818 35585 41023 65535 54931
2025-05-21T10:11:00:048Z 10912 16420 21743 25887 28583 29810 35579 41011 65535 54930
2025-05-21T10:11:01:080Z 10910 16414 21738 25877 28574 29798 35564 40996 65535 54892
2025-05-21T10:11:02:120Z 10909 16407 21732 25864 28572 29768 35531 40989 65535 54871
2025-05-21T10:11:03:152Z 10862 16378 21691 25768 28386 29497 35240 40664 65535 54629
2025-05-21T10:11:04:184Z 10762 16229 21484 25574 28371 29504 35266 40653 65535 54593
2025-05-21T10:11:05:217Z 10790 16268 21534 25621 28395 29533 35264 40693 65535 54644
2025-05-21T10:11:06:249Z 10816 16294 21573 25670 28416 29570 35326 40732 65535 54659
2025-05-21T10:11:07:281Z 10810 16288 21563 25652 28380 29500 35262 40673 65535 54611
2025-05-21T10:11:08:315Z 10778 16263 21526 25578 28348 29449 35202 40607 65535 54570
2025-05-21T10:11:09:348Z 10755 16232 21477 25543 28325 29401 35162 40543 65535 54460
2025-05-21T10:11:10:381Z 10753 16218 21473 25547 28321 29433 35171 40567 65535 54451
2025-05-21T10:11:11:413Z 10773 16240 21504 25561 28351 29455 35206 40618 65535 54529
2025-05-21T10:11:12:445Z 10775 16245 21507 25567 28343 29440 35193 40593 65535 54496
2025-05-21T10:11:13:477Z 10772 16239 21499 25554 28335 29435 35171 40578 65535 54468
2025-05-21T10:11:14:511Z 10769 16236 21503 25552 28341 29438 35179 40603 65535 54477
2025-05-21T10:11:15:542Z 10771 16233 21503 25554 28342 29429 35176 40594 65535 54469
2025-05-21T10:11:17:574Z 10771 16238 21498 25539 28337 29424 35165 40587 65535 54457
2025-05-21T10:11:18:607Z 10773 16237 21501 25540 28338 29437 35163 40581 65535 54455
2025-05-21T10:11:19:639Z 10770 16236 21501 25542 28336 29428 35141 40590 65535 54445
2025-05-21T10:11:20:672Z 10771 16231 21502 25535 28337 29431 35156 40584 65535 54411
2025-05-21T10:11:21:707Z 10778 16237 21513 25546 28363 29470 35181 40624 65535 54482
2025-05-21T10:11:22:740Z 10800 16270 21558 25581 28389 29504 35209 40696 65535 54503
2025-05-21T10:11:23:772Z 10805 16280 21574 25593 28404 29506 35218 40702 65535 54479
2025-05-21T10:11:24:805Z 10804 16278 21571 25592 28382 29481 35196 40689 65535 54495
2025-05-21T10:11:25:838Z 10787 16257 21536 25557 28357 29360 35085 40602 65535 54376
2025-05-21T10:11:26:869Z 10814 16346 21632 25628 28513 29536 35336 40832 65535 54474
2025-05-21T10:11:27:903Z 10819 16344 21637 25636 28443 29389 35145 40728 65535 54391
2025-05-21T10:11:28:935Z 10696 16146 21411 25354 28183 29245 34933 40359 65535 54149
2025-05-21T10:11:29:967Z 10733 16176 21433 25424 28263 29313 35005 40463 65535 54242
2025-05-21T10:11:30:000Z 10726 16171 21426 25411 28246 29296 34983 40427 65535 54217
2025-05-21T10:11:31:032Z 10723 16163 21420 25400 28247 29302 34985 40429 65535 54214
2025-05-21T10:11:32:065Z 10727 16168 21425 25400 28243 29299 34969 40443 65535 54231
2025-05-21T10:11:33:099Z 10724 16160 21414 25399 28231 29284 34944 40412 65535 54196
2025-05-21T10:11:34:132Z 10716 16144 21400 25382 28215 29268 34946 40389 65535 54144
2025-05-21T10:11:35:164Z 10714 16140 21397 25377 28220 29267 34941 40396 65535 54140
2025-05-21T10:11:36:197Z 10716 16140 21398 25373 28221 29273 34940 40394 65535 54152
2025-05-21T10:11:37:229Z 10754 16196 21491 25434 28335 29456 35058 40724 65535 54454
2025-05-21T10:11:38:261Z 10875 16321 21640 25650 28478 29684 35297 40833 65535 54542
2025-05-21T10:11:39:296Z 10884 16321 21652 25703 28469 29669 35263 40829 65535 54503
2025-05-21T10:11:40:329Z 10879 16320 21651 25698 28466 29665 35265 40830 65535 54468
2025-05-21T10:11:41:360Z 10880 16321 21646 25692 28462 29660 35257 40815 65535 54496
2025-05-21T10:11:42:392Z 10878 16314 21643 25681 28454 29662 35251 40814 65535 54472
2025-05-21T10:11:43:424Z 10879 16313 21643 25683 28455 29649 35231 40805 65535 54474
2025-05-21T10:11:44:457Z 10875 16313 21643 25680 28459 29653 35180 40804 65535 54490
2025-05-21T10:11:45:491Z 10873 16312 21636 25606 28436 29591 35138 40813 65535 54453
2025-05-21T10:11:46:523Z 10852 16292 21643 25564 28399 29493 35116 40744 65535 54446
2025-05-21T10:11:47:555Z 10824 16274 21613 25556 28436 29530 35149 40757 65535 54431
2025-05-21T10:11:49:587Z 10825 16291 21623 25561 28416 29454 35087 40669 65535 54351
2025-05-21T10:11:50:619Z 10779 16256 21547 25482 28385 29406 35041 40635 65535 54300
2025-05-21T10:11:51:652Z 10787 16253 21550 25480 28390 29424 35052 40649 65535 54322
2025-05-21T10:11:52:686Z 10789 16249 21553 25482 28388 29417 35043 40645 65535 54308
2025-05-21T10:11:53:718Z 10788 16253 21546 25489 28390 29407 35026 40653 65535 54306
2025-05-21T10:11:54:750Z 10787 16251 21557 25482 28385 29434 35046 40668 65535 54325
2025-05-21T10:11:55:783Z 10795 16249 21566 25495 28381 29429 35038 40661 65535 54309
2025-05-21T10:11:56:815Z 10795 16251 21561 25491 28377 29426 35029 40650 65535 54286
2025-05-21T10:11:57:847Z 10791 16245 21552 25478 28373 29420 35018 40644 65535 54298
2025-05-21T10:11:58:881Z 10791 16251 21559 25483 28375 29420 35014 40657 65535 54281
2025-05-21T10:11:59:914Z 10784 16245 21552 25467 28324 29323 34903 40550 65535 54182
2025-05-21T10:12:00:946Z 10733 16192 21474 25354 28344 29341 34943 40607 65535 54231
2025-05-21T10:12:01:979Z 10758 16212 21521 25400 28182 29191 34765 40349 65535 53998
2025-05-21T10:12:02:011Z 10666 16046 21326 25210 27952 29034 34583 40080 65535 53617
2025-05-21T10:12:03:044Z 10646 16015 21298 25157 27979 29051 34583 40110 65535 53694
2025-05-21T10:12:04:078Z 10653 16020 21308 25163 28080 29082 34640 40242 65535 53814
2025-05-21T10:12:05:110Z 10692 16103 21392 25253 28135 29176 34719 40344 65535 53992
2025-05-21T10:12:06:143Z 10715 16137 21423 25300 28150 29179 34745 40335 65535 53996
2025-05-21T10:12:07:177Z 10677 16073 21340 25224 28080 29085 34655 40224 65535 53812
2025-05-21T10:12:08:209Z 10665 16064 21319 25198 28091 29100 34668 40247 65535 53867
2025-05-21T10:12:09:241Z 10660 16056 21320 25187 28092 29088 34648 40247 65535 53831
2025-05-21T10:12:10:276Z 10661 16057 21319 25183 28090 29098 34642 40246 65535 53848
2025-05-21T10:12:11:308Z 10664 16059 21327 25192 28096 29114 34661 40257 65535 53860
2025-05-21T10:12:12:341Z 10669 16069 21332 25198 28111 29114 34662 40263 65535 53892
2025-05-21T10:12:13:373Z 10668 16066 21336 25195 28104 29115 34644 40262 65535 53875
2025-05-21T10:12:14:406Z 10664 16067 21339 25196 28096 29112 34643 40264 65535 53852
2025-05-21T10:12:15:440Z 10672 16065 21332 25193 28097 29124 34644 40268 65535 53882
2025-05-21T10:12:16:472Z 10673 16068 21341 25197 28084 29119 34640 40263 65535 53832
2025-05-21T10:12:17:504Z 10663 16046 21313 25167 28080 29117 34626 40270 65535 53829
2025-05-21T10:12:18:537Z 10724 16135 21430 25291 28245 29288 34791 40511 65535 54083
2025-05-21T10:12:20:569Z 10746 16169 21473 25331 28238 29285 34785 40511 65535 54092
2025-05-21T10:12:21:601Z 10737 16161 21467 25321 28223 29258 34752 40499 65535 54071
2025-05-21T10:12:22:636Z 10715 16135 21432 25269 28167 29158 34654 40376 65535 53923
2025-05-21T10:12:23:668Z 10687 16091 21372 25205 28148 29161 34660 40360 65535 53931
2025-05-21T10:12:24:701Z 10711 16124 21418 25253 28218 29247 34729 40491 65535 54050
2025-05-21T10:12:25:733Z 10741 16165 21471 25313 28246 29302 34777 40538 65535 54093
2025-05-21T10:12:26:765Z 10747 16164 21478 25317 28218 29283 34740 40503 65535 54057
2025-05-21T10:12:27:797Z 10739 16147 21462 25301 28209 29281 34750 40492 65535 54054
2025-05-21T10:12:28:832Z 10741 16146 21462 25311 28214 29272 34729 40486 65535 54039
2025-05-21T10:12:29:865Z 10736 16141 21455 25304 28206 29264 34724 40497 65535 54006
2025-05-21T10:12:30:897Z 10736 16146 21460 25294 28232 29262 34725 40506 65535 54026
2025-05-21T10:12:31:930Z 10737 16151 21464 25295 28202 29235 34684 40481 65535 53984
2025-05-21T10:12:32:962Z 10724 16135 21447 25267 28182 29224 34670 40452 65535 53934
2025-05-21T10:12:33:994Z 10695 16149 21456 25219 28382 29324 34884 40729 65535 54066
2025-05-21T10:12:34:029Z 10769 16267 21580 25380 28365 29276 34802 40704 65535 54069
2025-05-21T10:12:35:061Z 10664 16070 21372 25144 28079 29126 34546 40323 65535 53752
2025-05-21T10:12:36:094Z 10734 16143 21457 25277 28234 29300 34731 40558 65535 54068
2025-05-21T10:12:37:127Z 10759 16180 21511 25317 28249 29320 34750 40602 65535 54081
2025-05-21T10:12:38:159Z 10750 16174 21495 25313 28221 29287 34713 40546 65535 54022
2025-05-21T10:12:39:190Z 10746 16160 21476 25289 28226 29299 34702 40567 65535 54026
2025-05-21T10:12:40:224Z 10789 16216 21583 25360 28360 29536 34871 40793 65535 54175
2025-05-21T10:12:41:256Z 10862 16275 21631 25532 28371 29580 34954 40821 65535 54246
2025-05-21T10:12:42:288Z 10856 16273 21631 25529 28367 29569 34938 40819 65535 54205
2025-05-21T10:12:43:320Z 10862 16274 21632 25516 28370 29581 34941 40833 65535 54202
2025-05-21T10:12:44:353Z 10862 16278 21639 25519 28365 29584 34940 40833 65535 54205
2025-05-21T10:12:45:384Z 10863 16278 21640 25516 28371 29587 34931 40832 65535 54207
2025-05-21T10:12:46:418Z 10863 16274 21635 25524 28371 29582 34929 40845 65535 54209
2025-05-21T10:12:47:450Z 10863 16280 21640 25527 28376 29585 34927 40848 65535 54180
2025-05-21T10:12:48:482Z 10864 16278 21638 25527 28361 29578 34921 40845 65535 54165
2025-05-21T10:12:49:514Z 10863 16272 21641 25519 28365 29589 34913 40841 65535 54174
2025-05-21T10:12:50:547Z 10863 16276 21642 25521 28337 29534 34745 40852 65535 54154
2025-05-21T10:12:52:579Z 10803 16221 21618 25335 28163 29236 34562 40525 65535 53946
2025-05-21T10:12:53:615Z 10733 16136 21458 25236 28147 29220 34582 40482 65535 53867
2025-05-21T10:12:54:648Z 10714 16109 21424 25204 28136 29234 34562 40484 65535 53800
2025-05-21T10:12:55:680Z 10718 16109 21431 25211 28147 29257 34603 40506 65535 53838
2025-05-21T10:12:56:712Z 10730 16119 21448 25235 28121 29222 34571 40472 65535 53776
2025-05-21T10:12:57:745Z 10715 16101 21415 25200 28112 29219 34552 40464 65535 53777
2025-05-21T10:12:58:777Z 10718 16104 21427 25205 28122 29220 34554 40476 65535 53762
2025-05-21T10:12:59:812Z 10715 16100 21427 25201 28102 29204 34535 40462 65535 53719
2025-05-21T10:13:00:844Z 10717 16104 21428 25199 28126 29240 34560 40498 65535 53784
2025-05-21T10:13:01:876Z 10722 16111 21431 25206 28105 29229 34551 40490 65535 53749
2025-05-21T10:13:02:908Z 10718 16108 21432 25206 28107 29239 34545 40493 65535 53741
2025-05-21T10:13:03:941Z 10720 16102 21430 25194 28096 29233 34526 40479 65535 53706
2025-05-21T10:13:04:973Z 10723 16103 21433 25204 28104 29241 34537 40500 65535 53723
2025-05-21T10:13:05:007Z 10727 16106 21436 25206 28095 29235 34533 40495 65535 53692
2025-05-21T10:13:06:039Z 10721 16101 21425 25199 28086 29227 34526 40502 65535 53645
2025-05-21T10:13:07:071Z 10718 16094 21425 25193 28139 29289 34567 40582 65535 53724
2025-05-21T10:13:08:106Z 10782 16202 21548 25301 28232 29391 34680 40739 65535 53901
2025-05-21T10:13:09:138Z 10768 16177 21525 25275 28162 29313 34597 40628 65535 53815
2025-05-21T10:13:10:170Z 10749 16150 21493 25253 28155 29318 34588 40614 65535 53788
2025-05-21T10:13:11:205Z 10753 16149 21495 25257 28151 29313 34585 40625 65535 53781
2025-05-21T10:13:12:237Z 10753 16149 21495 25256 28160 29320 34587 40644 65535 53782
2025-05-21T10:13:13:270Z 10760 16157 21503 25263 28169 29355 34612 40676 65535 53809
2025-05-21T10:13:14:302Z 10777 16188 21543 25303 28226 29412 34655 40765 65535 53907
2025-05-21T10:13:15:334Z 10800 16220 21586 25346 28237 29426 34678 40804 65535 53918
2025-05-21T10:13:16:366Z 10782 16209 21585 25316 28201 29373 34620 40755 65535 53857
2025-05-21T10:13:17:401Z 10778 16195 21560 25291 28195 29376 34613 40749 65535 53862
2025-05-21T10:13:18:434Z 10777 16193 21566 25290 28201 29390 34614 40752 65535 53873
2025-05-21T10:13:19:466Z 10778 16192 21563 25290 28187 29368 34597 40732 65535 53832
2025-05-21T10:13:20:498Z 10773 16188 21546 25286 28190 29377 34596 40727 65535 53823
2025-05-21T10:13:21:530Z 10776 16180 21541 25286 28174 29394 34609 40726 65535 53799
2025-05-21T10:13:23:563Z 10780 16180 21528 25295 28166 29393 34604 40719 65535 53773
2025-05-21T10:13:24:598Z 10782 16180 21537 25298 28164 29406 34605 40731 65535 53802
2025-05-21T10:13:25:630Z 10788 16184 21541 25305 28173 29409 34611 40734 65535 53795
2025-05-21T10:13:26:662Z 10786 16185 21542 25298 28178 29412 34607 40742 65535 53770
2025-05-21T10:13:27:694Z 10790 16186 21545 25300 28172 29413 34600 40751 65535 53771
2025-05-21T10:13:28:726Z 10793 16190 21544 25311 28172 29422 34609 40750 65535 53770
2025-05-21T10:13:29:760Z 10794 16190 21546 25312 28174 29429 34605 40758 65535 53774
2025-05-21T10:13:30:793Z 10798 16191 21555 25314 28174 29434 34610 40784 65535 53784
2025-05-21T10:13:31:824Z 10799 16192 21554 25318 28173 29438 34608 40780 65535 53784
2025-05-21T10:13:32:856Z 10797 16186 21551 25316 28159 29426 34571 40736 65535 53723
2025-05-21T10:13:33:887Z 10789 16176 21537 25307 28142 29426 34584 40736 65535 53709
2025-05-21T10:13:34:919Z 10796 16178 21542 25307 28157 29447 34583 40773 65535 53731
2025-05-21T10:13:35:952Z 10804 16191 21562 25315 28166 29452 34595 40790 65535 53762
2025-05-21T10:13:36:985Z 10806 16195 21558 25321 28165 29446 34595 40786 65535 53740
2025-05-21T10:13:37:018Z 10804 16195 21558 25322 28144 29449 34593 40786 65535 53718
2025-05-21T10:13:38:050Z 10805 16194 21558 25317 28159 29455 34595 40796 65535 53742
2025-05-21T10:13:39:084Z 10801 16180 21550 25309 28114 29413 34520 40748 65535 53755
2025-05-21T10:13:40:117Z 10865 16248 21693 25337 28155 29579 34516 41039 65535 53886
2025-05-21T10:13:41:150Z 10885 16176 21630 25143 28027 29566 34249 41018 65535 53905
2025-05-21T10:13:42:184Z 10915 16298 21708 25413 28326 29774 34846 41102 65535 53950
2025-05-21T10:13:43:215Z 10938 16340 21748 25604 28363 29805 34898 41133 65535 54100
2025-05-21T10:13:44:247Z 10943 16343 21754 25615 28354 29808 34891 41142 65535 54061
2025-05-21T10:13:45:279Z 10947 16345 21752 25619 28359 29818 34901 41162 65535 54092
2025-05-21T10:13:46:316Z 10948 16345 21746 25618 28362 29814 34898 41156 65535 54081
2025-05-21T10:13:47:348Z 10947 16350 21760 25610 28361 29824 34887 41158 65535 54072
2025-05-21T10:13:48:383Z 10946 16347 21755 25606 28357 29821 34876 41154 65535 54043
2025-05-21T10:13:49:415Z 10948 16346 21757 25623 28356 29825 34873 41171 65535 54060
2025-05-21T10:13:50:448Z 10950 16347 21761 25631 28356 29834 34886 41176 65535 54077
2025-05-21T10:13:51:480Z 10956 16358 21769 25637 28385 29851 34907 41196 65535 54121
2025-05-21T10:13:52:513Z 10959 16365 21775 25645 28374 29859 34913 41196 65535 54103
2025-05-21T10:13:53:545Z 10963 16363 21778 25653 28367 29863 34895 41204 65535 54084
2025-05-21T10:13:55:581Z 10961 16359 21779 25654 28375 29861 34910 41200 65535 54086
2025-05-21T10:13:56:613Z 10964 16363 21780 25650 28380 29873 34911 41206 65535 54075
2025-05-21T10:13:57:646Z 10964 16364 21777 25647 28373 29869 34901 41195 65535 54051
2025-05-21T10:13:58:679Z 10967 16368 21788 25666 28377 29884 34905 41215 65535 54070
2025-05-21T10:13:59:711Z 10970 16368 21787 25661 28375 29884 34917 41195 65535 54081
2025-05-21T10:14:00:743Z 10969 16368 21784 25661 28377 29887 34906 41211 65535 54079
2025-05-21T10:14:01:778Z 10971 16364 21786 25666 28379 29892 34905 41225 65535 54071
2025-05-21T10:14:02:810Z 10972 16373 21793 25668 28386 29896 34907 41237 65535 54069
2025-05-21T10:14:03:842Z 10975 16371 21791 25679 28385 29898 34911 41230 65535 54044
2025-05-21T10:14:04:874Z 10976 16372 21794 25672 28384 29911 34901 41231 65535 54042
2025-05-21T10:14:05:907Z 10974 16372 21796 25676 28376 29911 34913 41222 65535 54045
2025-05-21T10:14:06:939Z 10978 16377 21794 25685 28388 29922 34914 41244 65535 54041
2025-05-21T10:14:07:973Z 10980 16369 21793 25679 28373 29926 34900 41241 65535 54025
2025-05-21T10:14:08:006Z 10978 16375 21797 25679 28371 29916 34904 41248 65535 54010
2025-05-21T10:14:09:038Z 10981 16373 21799 25676 28386 29932 34916 41246 65535 54035
2025-05-21T10:14:10:071Z 10982 16380 21800 25690 28386 29936 34906 41248 65535 54040
2025-05-21T10:14:11:102Z 10987 16382 21808 25696 28394 29954 34918 41270 65535 54070
2025-05-21T10:14:12:135Z 10988 16383 21800 25698 28388 29947 34917 41263 65535 54023
2025-05-21T10:14:13:169Z 10987 16384 21811 25705 28386 29950 34904 41262 65535 54019
2025-05-21T10:14:14:201Z 10986 16381 21803 25702 28381 29947 34905 41264 65535 54011
2025-05-21T10:14:15:233Z 10988 16379 21809 25704 28390 29950 34901 41262 65535 53983
2025-05-21T10:14:16:265Z 10987 16382 21803 25706 28386 29954 34909 41274 65535 53970
2025-05-21T10:14:17:298Z 10991 16378 21809 25708 28380 29959 34911 41277 65535 53985
2025-05-21T10:14:18:329Z 10992 16384 21805 25710 28377 29960 34895 41274 65535 53956
2025-05-21T10:14:19:364Z 10987 16378 21808 25696 28381 29963 34902 41272 65535 53944
2025-05-21T10:14:20:396Z 10991 16381 21807 25703 28382 29972 34900 41269 65535 53924
2025-05-21T10:14:21:428Z 10992 16379 21806 25710 28383 29981 34908 41276 65535 53962
2025-05-21T10:14:22:461Z 10992 16376 21805 25710 28383 29978 34889 41272 65535 53912
2025-05-21T10:14:23:493Z 10992 16376 21811 25712 28385 29985 34903 41276 65535 53929
2025-05-21T10:14:24:527Z 10995 16383 21811 25719 28384 29978 34890 41264 65535 53908
2025-05-21T10:14:26:560Z 10995 16381 21809 25714 28390 29975 34895 41275 65535 53908
2025-05-21T10:14:27:593Z 10996 16379 21810 25709 28390 29987 34887 41276 65535 53897
2025-05-21T10:14:28:625Z 10994 16383 21805 25715 28393 29997 34897 41280 65535 53892
2025-05-21T10:14:29:656Z 10997 16381 21805 25720 28391 29977 34885 41266 65535 53874
2025-05-21T10:14:30:689Z 10995 16380 21809 25719 28387 29997 34886 41270 65535 53878
2025-05-21T10:14:31:723Z 10993 16382 21805 25720 28385 30005 34875 41278 65535 53843
2025-05-21T10:14:32:755Z 10995 16380 21805 25715 28390 29997 34878 41273 65535 53825
2025-05-21T10:14:33:787Z 10998 16372 21808 25726 28389 30007 34863 41274 65535 53835
2025-05-21T10:14:34:819Z 10996 16376 21802 25709 28383 30003 34878 41264 65535 53836
2025-05-21T10:14:35:852Z 10999 16375 21802 25723 28387 30013 34885 41274 65535 53815
2025-05-21T10:14:36:884Z 10999 16375 21801 25723 28384 30007 34874 41272 65535 53789
2025-05-21T10:14:37:919Z 10999 16373 21806 25723 28386 30011 34882 41272 65535 53794
2025-05-21T10:14:38:951Z 10998 16374 21806 25724 28386 30014 34874 41272 65535 53787
2025-05-21T10:14:39:983Z 10999 16376 21807 25727 28382 30026 34881 41274 65535 53776
2025-05-21T10:14:40:016Z 10999 16374 21807 25728 28388 30017 34872 41272 65535 53756
2025-05-21T10:14:41:050Z 10999 16376 21805 25729 28379 30021 34875 41268 65535 53745
2025-05-21T10:14:42:082Z 10998 16370 21802 25733 28385 30019 34874 41267 65535 53737
2025-05-21T10:14:43:117Z 10998 16369 21801 25722 28387 30021 34873 41276 65535 53729
2025-05-21T10:14:44:149Z 10999 16363 21800 25729 28387 30021 34870 41266 65535 53707
2025-05-21T10:14:45:181Z 10991 16364 21793 25729 28392 30024 34859 41272 65535 53706
2025-05-21T10:14:46:213Z 11001 16367 21791 25729 28392 30024 34867 41272 65535 53680
2025-05-21T10:14:47:246Z 10998 16370 21798 25732 28384 30032 34856 41260 65535 53677
2025-05-21T10:14:48:278Z 10999 16368 21796 25743 28388 30037 34868 41274 65535 53674
2025-05-21T10:14:49:312Z 10998 16369 21797 25734 28388 30030 34866 41261 65535 53645
2025-05-21T10:14:50:345Z 10997 16367 21789 25732 28393 30037 34862 41258 65535 53628
2025-05-21T10:14:51:377Z 11000 16367 21794 25735 28387 30032 34863 41249 65535 53622
2025-05-21T10:14:52:409Z 10998 16363 21788 25729 28390 30030 34863 41257 65535 53629
2025-05-21T10:14:53:442Z 10998 16366 21783 25737 28383 30032 34847 41232 65535 53600
2025-05-21T10:14:54:474Z 10990 16351 21773 25716 28359 30015 34817 41221 65535 53543
2025-05-21T10:14:55:508Z 10989 16348 21774 25705 28369 30025 34820 41227 65535 53589
2025-05-21T10:14:56:541Z 10916 16193 21518 25410 26395 27779 32240 38234 65535 53040
2025-05-21T10:14:58:573Z 9832 14584 19313 23053 25734 27622 32079 37798 65535 48400
2025-05-21T10:14:59:606Z 10429 15629 20810 24554 28288 29583 34724 40996 65535 52324
2025-05-21T10:15:00:638Z 10742 16241 21468 25492 28142 29696 34667 40977 65535 51999
2025-05-21T10:15:01:670Z 10761 16224 21472 25485 28156 29632 34654 40901 65535 51978
2025-05-21T10:15:02:705Z 10773 16212 21482 25485 28138 29683 34666 40915 65535 52056
2025-05-21T10:15:03:737Z 10779 16218 21488 25505 28137 29684 34657 40920 65535 52054
2025-05-21T10:15:04:768Z 10783 16215 21489 25497 28128 29684 34650 40914 65535 52041
2025-05-21T10:15:05:800Z 10768 16223 21473 25485 28163 29611 34628 40876 65535 51905
2025-05-21T10:15:06:832Z 10749 16207 21448 25448 28118 29584 34602 40828 65535 51754
2025-05-21T10:15:07:863Z 10712 16201 21401 25391 28115 29566 34589 40815 65535 51761
2025-05-21T10:15:08:897Z 10747 16180 21438 25457 28033 29631 34555 40790 65535 51750
2025-05-21T10:15:09:929Z 10712 16136 21406 25414 28030 29668 34536 40807 65535 51853
2025-05-21T10:15:10:961Z 10770 16173 21442 25486 28026 29589 34575 40772 65535 51665
2025-05-21T10:15:11:993Z 10742 16155 21414 25446 28019 29598 34565 40765 65535 51664
2025-05-21T10:15:12:027Z 10719 16126 21387 25412 27982 29608 34497 40727 65535 51728
2025-05-21T10:15:13:058Z 10791 16187 21472 25504 28129 29708 34652 40893 65535 52136
2025-05-21T10:15:14:092Z 10785 16188 21487 25524 28093 29706 34611 40880 65535 52091
2025-05-21T10:15:15:125Z 10800 16189 21484 25526 28109 29724 34639 40909 65535 52157
2025-05-21T10:15:16:157Z 10785 16195 21486 25521 28105 29680 34639 40875 65535 51925
2025-05-21T10:15:17:190Z 10760 16210 21444 25498 28170 29627 34645 40851 65535 51828
2025-05-21T10:15:18:223Z 10735 16226 21424 25465 28199 29625 34644 40861 65535 51884
2025-05-21T10:15:19:254Z 10767 16237 21452 25502 28192 29655 34687 40884 65535 51969
2025-05-21T10:15:20:288Z 10774 16231 21451 25511 28166 29689 34677 40895 65535 51985
2025-05-21T10:15:21:321Z 10775 16229 21459 25514 28246 29684 34742 40931 65535 52074
2025-05-21T10:15:22:353Z 10771 16272 21473 25533 28256 29673 34736 40935 65535 52035
2025-05-21T10:15:23:385Z 10765 16263 21460 25515 28290 29663 34720 40953 65535 52146
2025-05-21T10:15:24:418Z 10761 16282 21486 25527 28292 29653 34724 40965 65535 52149
2025-05-21T10:15:25:450Z 10754 16276 21476 25513 28285 29645 34703 40931 65535 52094
2025-05-21T10:15:26:485Z 10751 16271 21467 25508 28235 29618 34661 40851 65535 51908
2025-05-21T10:15:27:517Z 10766 16199 21436 25492 28119 29684 34651 40844 65535 51973
2025-05-21T10:15:29:550Z 10775 16171 21444 25522 28079 29692 34612 40822 65535 51982
2025-05-21T10:15:30:582Z 10783 16173 21444 25508 28119 29705 34659 40850 65535 52042
2025-05-21T10:15:31:615Z 10780 16202 21449 25514 28179 29676 34693 40860 65535 51997
2025-05-21T10:15:32:647Z 10802 16245 21498 25566 28262 29793 34739 40967 65535 52445
2025-05-21T10:15:33:681Z 10822 16260 21516 25591 28236 29774 34712 40951 65535 52381
