METADATA
initial_wait_s: 30
measures: 1
period_ms: 1000
depth: 0.5
name: kdupro01
buoy: 0
country: usa
place: discobay
maker: udea
curator: icm-csic
email: rodero@icm.csic.es
sensors: as7341
description: calibration
units: counts,
latitude: 41.383189
longitude: 2.197949
altitude: 0
ref_coord_system: wgs84
location_source: gnss
time_source: internet
processing_level: 0
processing_procedure: https://git.csic.es/kduino/kdupro
processing_version: build
processing_revision: 0
calibration_procedure: https://git.csic.es/kduino/kdupro
calibration_reference: 0
calibration_time: 0
calibration_version: 0
sensor_id: 
platform_id: 
deployment_id: 
sample_id: 
observer_id: 
owner_contact: jpiera@icm.csic.es
operator_contact: rodero@icm.csic.es
license: mit
license_reference: https://opensource.org/licenses/mit
embargo_date: 
datetime: yyyy-mm-ddthh:mm:ssz
time: 2025-05-21T09:27:04:038Z
DATA
TIME F1-415nm F2-445nm F3-480nm F4-515nm F5-555nm F6-590nm F7-630nm F8-680nm Clear Near-IR
2025-05-21T10:10:35:037Z 6042 9565 13178 15692 17421 18200 21601 24749 65535 35931
2025-05-21T10:10:36:075Z 5045 7808 10870 13435 15551 16564 19453 21922 65535 34563
2025-05-21T10:10:37:121Z 4381 6558 9230 11755 14933 16088 18806 20942 65535 31829
2025-05-21T10:10:38:149Z 4458 6690 9435 11923 15223 16336 19154 21322 65535 31780
2025-05-21T10:10:39:177Z 4489 6745 9503 12062 15086 16208 18934 21077 65535 29969
2025-05-21T10:10:40:207Z 4552 6842 9637 12255 16063 17106 20075 22494 65535 31017
2025-05-21T10:10:41:235Z 5026 7715 10773 13465 17206 18232 21537 24244 65535 32050
2025-05-21T10:10:42:263Z 5379 8320 11553 14371 18887 19764 23460 26896 65535 37486
2025-05-21T10:10:43:292Z 6938 11003 14919 17850 21978 22738 27430 31747 65535 53831
2025-05-21T10:10:44:320Z 7538 12040 16156 19285 20434 21316 25572 29463 65535 51608
2025-05-21T10:10:45:357Z 4827 7112 9988 12863 16760 17999 21261 23718 65535 37063
2025-05-21T10:10:46:388Z 5658 8662 11964 14853 17000 18191 21469 24180 65535 44895
2025-05-21T10:10:47:416Z 6002 9253 12684 15653 17058 18266 21507 24192 65535 42604
2025-05-21T10:10:48:444Z 5960 9132 12564 15472 17533 18692 22101 24911 65535 41788
2025-05-21T10:10:50:472Z 5561 8439 11727 14661 17762 18901 22388 25210 65535 41443
2025-05-21T10:10:51:501Z 5671 8705 11984 14998 18323 19457 22971 26238 65535 44974
2025-05-21T10:10:52:527Z 7245 11391 15425 18528 20625 21579 25840 29672 65535 51812
2025-05-21T10:10:53:558Z 6810 10662 14481 17495 18664 19742 23391 26692 65535 47657
2025-05-21T10:10:54:585Z 5822 8911 12294 15202 18041 19171 22707 25661 65535 44988
2025-05-21T10:10:55:613Z 5656 8560 11888 14771 17550 18754 22175 24922 65535 43412
2025-05-21T10:10:56:641Z 5410 8165 11343 14266 17360 18633 21954 24679 65535 43314
2025-05-21T10:10:57:669Z 4893 7235 10121 12911 16538 17834 20960 23439 65535 43646
2025-05-21T10:10:58:697Z 5003 7426 10360 13156 15959 17337 20275 22529 65535 41363
2025-05-21T10:10:59:727Z 4971 7348 10271 13058 16275 17649 20658 23053 65535 40636
2025-05-21T10:11:00:754Z 5134 7602 10618 13421 16056 17463 20425 22704 65535 42741
2025-05-21T10:11:01:782Z 4915 7271 10171 12937 16483 17785 20915 23349 65535 41326
2025-05-21T10:11:02:810Z 5060 7498 10467 13218 15786 17167 20109 22299 65535 41911
2025-05-21T10:11:03:838Z 4964 7349 10269 13066 15391 16770 19594 21686 65535 37840
2025-05-21T10:11:04:867Z 6121 9355 12842 15864 18101 19369 22825 25869 65535 46406
2025-05-21T10:11:05:897Z 6348 9794 13394 16390 19145 20252 24015 27463 65535 49391
2025-05-21T10:11:06:895Z 5909 9086 12468 15353 17116 18398 21611 24332 65535 44448
2025-05-21T10:11:07:922Z 6146 9483 12972 16009 19072 20204 24073 27301 65535 47980
2025-05-21T10:11:08:950Z 6551 10143 13840 16837 19364 20373 24356 27774 65535 48381
2025-05-21T10:11:09:978Z 6223 9644 13235 16114 18559 19746 23370 26562 65535 46924
2025-05-21T10:11:10:006Z 5749 8749 12089 15056 17727 18906 22340 25217 65535 42926
2025-05-21T10:11:11:037Z 5532 8313 11569 14513 17604 18843 22264 25057 65535 44928
2025-05-21T10:11:12:066Z 5583 8461 11720 14663 17645 18885 22298 25144 65535 43916
2025-05-21T10:11:13:094Z 6450 9882 13568 16588 19863 20925 24847 28588 65535 49471
2025-05-21T10:11:14:122Z 5897 9034 12433 15363 17752 18974 22404 25320 65535 45769
2025-05-21T10:11:15:150Z 5682 8613 11945 14832 17587 18809 22190 25017 65535 41750
2025-05-21T10:11:16:178Z 5711 8685 12016 14945 17747 18957 22406 25268 65535 43172
2025-05-21T10:11:17:209Z 5527 8369 11602 14479 17642 18860 22269 25114 65535 41221
2025-05-21T10:11:18:237Z 5541 8398 11655 14584 17491 18751 22127 24902 65535 42491
2025-05-21T10:11:19:235Z 5525 8323 11565 14437 16106 17510 20514 22860 65535 41714
2025-05-21T10:11:20:263Z 4674 6890 9693 12473 15460 16846 19682 21760 65535 34670
2025-05-21T10:11:21:291Z 4682 6939 9755 12518 15434 16741 19555 21654 65535 32309
2025-05-21T10:11:22:319Z 4338 6418 9090 11842 15040 16296 19035 21015 65535 27601
2025-05-21T10:11:23:347Z 4228 6250 8906 11610 14640 15873 18507 20275 65535 22737
2025-05-21T10:11:24:377Z 4023 5969 8580 11270 14666 15860 18493 20292 65535 21949
2025-05-21T10:11:25:406Z 3938 5871 8461 11137 14267 15418 17959 19528 65535 18328
2025-05-21T10:11:26:434Z 3792 5646 8196 10823 14029 15146 17616 19115 65535 17025
2025-05-21T10:11:28:462Z 3697 5522 8056 10688 13884 14976 17382 18800 65535 15356
2025-05-21T10:11:29:490Z 3571 5286 7821 10385 13656 14712 17013 18302 63474 13063
2025-05-21T10:11:30:518Z 3509 5203 7731 10281 13374 14324 16499 17655 59959 10896
2025-05-21T10:11:31:548Z 3350 5012 7500 9981 13345 14192 16295 17438 57297 9460
2025-05-21T10:11:32:576Z 3260 4962 7449 9918 13286 14016 16113 17210 55833 8532
2025-05-21T10:11:33:604Z 3226 4934 7446 9890 13229 13899 16010 17014 54992 7830
2025-05-21T10:11:34:632Z 3219 5011 7553 10038 13342 13988 16020 16993 54001 6970
2025-05-21T10:11:35:660Z 3190 5022 7589 10072 13117 13723 15623 16416 51182 5937
2025-05-21T10:11:36:688Z 2959 4669 7153 9598 12780 13356 15136 15786 49255 5302
2025-05-21T10:11:37:745Z 2848 4513 6950 9376 12538 13090 14773 15287 47709 4824
2025-05-21T10:11:38:774Z 2814 4468 6916 9340 12497 13030 14664 15077 46940 4525
2025-05-21T10:11:39:802Z 2735 4341 6794 9166 12140 12641 14124 14383 44708 3985
2025-05-21T10:11:40:830Z 2627 4157 6571 8883 11908 12384 13756 13921 43228 3676
2025-05-21T10:11:41:858Z 2554 4047 6425 8719 11734 12170 13458 13500 42123 3420
2025-05-21T10:11:42:886Z 2462 3922 6261 8550 11725 12130 13387 13352 42136 3333
2025-05-21T10:11:43:917Z 2394 3833 6153 8435 11415 11769 12897 12700 40087 2994
2025-05-21T10:11:44:945Z 2268 3648 5906 8157 10949 11289 12246 11972 37505 2687
2025-05-21T10:11:45:973Z 2142 3438 5616 7804 10565 10908 11715 11372 35285 2451
2025-05-21T10:11:46:001Z 2042 3273 5381 7521 10154 10466 11148 10667 33357 2245
2025-05-21T10:11:47:029Z 1904 3063 5082 7177 9726 10015 10578 9977 31342 2051
2025-05-21T10:11:48:057Z 1753 2818 4732 6761 9297 9583 10017 9327 28980 1843
2025-05-21T10:11:49:085Z 1666 2672 4517 6494 8925 9201 9526 8768 26639 1646
2025-05-21T10:11:50:116Z 1560 2496 4260 6179 8543 8802 9022 8184 24413 1471
2025-05-21T10:11:51:156Z 1445 2311 3986 5840 8181 8421 8565 7661 22598 1342
2025-05-21T10:11:52:185Z 1403 2240 3880 5701 8035 8270 8396 7490 21772 1287
2025-05-21T10:11:53:213Z 1354 2160 3759 5545 7823 8042 8124 7185 20526 1202
2025-05-21T10:11:54:242Z 1293 2064 3615 5363 7460 7641 7658 6659 18472 1069
2025-05-21T10:11:55:270Z 1230 1958 3457 5150 7254 7419 7418 6401 17266 993
2025-05-21T10:11:56:300Z 1173 1868 3314 4953 7038 7190 7164 6133 16569 952
2025-05-21T10:11:57:328Z 1143 1822 3240 4860 6953 7101 7055 6011 16587 954
2025-05-21T10:11:58:357Z 1113 1776 3168 4771 6817 6955 6881 5819 16096 924
2025-05-21T10:11:59:385Z 1051 1672 3011 4560 6534 6654 6522 5436 14586 833
2025-05-21T10:12:00:413Z 987 1569 2849 4337 6248 6351 6177 5080 13166 745
2025-05-21T10:12:02:441Z 929 1476 2701 4139 6025 6116 5900 4797 12345 696
2025-05-21T10:12:03:469Z 881 1397 2577 3978 5811 5891 5633 4518 11730 661
2025-05-21T10:12:04:516Z 823 1305 2430 3779 5597 5668 5367 4249 10904 611
2025-05-21T10:12:05:770Z 763 1208 2269 3565 5346 5428 5079 3981 9539 528
2025-05-21T10:12:06:034Z 720 1136 2147 3395 5110 5198 4809 3725 8346 459
2025-05-21T10:12:07:156Z 686 1076 2054 3269 4947 5037 4618 3536 7856 432
2025-05-21T10:12:08:184Z 658 1031 1979 3169 4848 4935 4491 3405 7672 422
2025-05-21T10:12:09:212Z 625 976 1890 3046 4709 4801 4328 3243 7290 401
2025-05-21T10:12:10:240Z 593 919 1798 2921 4517 4616 4112 3042 6637 365
2025-05-21T10:12:11:271Z 564 867 1712 2802 4367 4475 3948 2889 6142 339
2025-05-21T10:12:12:299Z 538 819 1635 2696 4245 4359 3808 2756 5841 323
2025-05-21T10:12:13:327Z 518 785 1579 2626 4149 4263 3690 2638 5617 311
2025-05-21T10:12:14:326Z 496 747 1513 2527 4121 4241 3659 2607 5510 304
2025-05-21T10:12:15:355Z 488 731 1484 2485 4075 4201 3614 2571 5340 295
2025-05-21T10:12:16:383Z 480 717 1462 2451 3995 4127 3536 2507 5121 284
2025-05-21T10:12:17:411Z 468 696 1427 2406 3828 3966 3365 2359 4747 264
2025-05-21T10:12:19:441Z 455 674 1389 2357 3782 3918 3306 2297 4682 261
2025-05-21T10:12:20:470Z 434 638 1324 2265 3756 3893 3257 2234 4673 260
2025-05-21T10:12:21:498Z 416 608 1271 2193 3694 3833 3180 2155 4548 252
2025-05-21T10:12:22:526Z 398 576 1213 2116 3594 3740 3082 2064 4343 241
2025-05-21T10:12:23:554Z 385 554 1173 2063 3495 3643 2981 1970 4179 232
2025-05-21T10:12:24:582Z 368 526 1122 1993 3388 3539 2876 1883 3988 222
2025-05-21T10:12:25:610Z 365 521 1115 1988 3335 3484 2820 1827 3917 218
2025-05-21T10:12:26:647Z 344 487 1048 1893 3266 3413 2737 1740 3879 217
2025-05-21T10:12:27:676Z 324 455 987 1804 3213 3353 2667 1666 3862 218
2025-05-21T10:12:28:704Z 308 429 938 1736 3121 3258 2568 1576 3746 213
2025-05-21T10:12:29:732Z 292 404 894 1678 2961 3102 2417 1450 3533 205
2025-05-21T10:12:30:760Z 273 372 835 1593 2897 3039 2353 1387 3510 207
2025-05-21T10:12:31:788Z 258 348 789 1525 2818 2953 2267 1310 3466 209
2025-05-21T10:12:32:816Z 248 331 756 1472 2809 2938 2243 1278 3569 218
2025-05-21T10:12:33:847Z 235 311 716 1410 2720 2852 2158 1209 3514 219
2025-05-21T10:12:34:875Z 226 296 689 1372 2666 2799 2109 1171 3490 220
2025-05-21T10:12:35:903Z 223 291 682 1364 2605 2739 2051 1126 3477 221
2025-05-21T10:12:36:931Z 217 282 663 1335 2580 2711 2018 1096 3543 227
2025-05-21T10:12:37:959Z 209 269 638 1293 2545 2673 1973 1058 3577 230
2025-05-21T10:12:38:987Z 199 253 604 1237 2498 2627 1920 1016 3576 231
2025-05-21T10:12:39:041Z 192 242 583 1203 2444 2573 1864 973 3537 229
2025-05-21T10:12:40:071Z 184 228 555 1156 2375 2505 1792 921 3453 224
2025-05-21T10:12:41:099Z 173 213 523 1098 2288 2419 1707 863 3350 218
2025-05-21T10:12:42:127Z 165 201 498 1058 2209 2343 1636 816 3234 210
2025-05-21T10:12:43:154Z 157 188 472 1014 2122 2258 1556 763 3090 201
2025-05-21T10:12:44:182Z 148 175 442 961 2061 2195 1494 721 3005 196
2025-05-21T10:12:45:210Z 140 163 415 912 2008 2142 1445 691 2929 191
2025-05-21T10:12:46:238Z 138 160 409 901 1998 2129 1431 680 2926 191
2025-05-21T10:12:47:266Z 133 154 395 874 1942 2071 1376 645 2845 185
2025-05-21T10:12:48:296Z 127 145 375 838 1911 2038 1346 626 2788 182
2025-05-21T10:12:49:324Z 122 139 359 808 1850 1975 1292 593 2645 172
2025-05-21T10:12:50:352Z 116 131 342 774 1774 1899 1228 556 2464 160
2025-05-21T10:12:51:380Z 111 124 326 744 1729 1854 1192 535 2344 152
2025-05-21T10:12:52:408Z 107 118 311 716 1673 1797 1142 506 2230 144
2025-05-21T10:12:54:436Z 101 111 293 680 1637 1758 1108 485 2177 140
2025-05-21T10:12:55:464Z 96 104 276 648 1567 1686 1048 451 2075 134
2025-05-21T10:12:56:504Z 89 95 255 604 1500 1620 992 420 1973 127
2025-05-21T10:12:57:533Z 84 88 237 569 1434 1552 939 392 1847 119
2025-05-21T10:12:58:561Z 81 84 227 548 1411 1529 921 382 1783 114
2025-05-21T10:12:59:589Z 79 82 223 539 1379 1496 894 369 1702 108
2025-05-21T10:13:00:617Z 77 79 215 523 1349 1465 869 356 1634 103
2025-05-21T10:13:01:645Z 74 76 208 508 1320 1435 844 344 1576 100
2025-05-21T10:13:02:673Z 72 73 199 490 1295 1408 821 331 1533 96
2025-05-21T10:13:03:701Z 69 69 189 468 1263 1373 793 318 1477 93
2025-05-21T10:13:04:699Z 66 66 181 452 1219 1327 758 300 1402 87
2025-05-21T10:13:05:727Z 63 63 172 431 1173 1279 722 282 1329 83
2025-05-21T10:13:06:755Z 60 59 163 412 1150 1254 702 272 1300 81
2025-05-21T10:13:07:754Z 58 57 156 397 1124 1226 680 262 1261 78
2025-05-21T10:13:08:782Z 56 54 150 384 1088 1189 651 249 1210 75
2025-05-21T10:13:09:810Z 54 52 143 368 1057 1157 627 237 1168 72
2025-05-21T10:13:10:838Z 52 49 136 353 1026 1123 603 225 1130 69
2025-05-21T10:13:11:868Z 49 46 128 336 990 1088 578 214 1077 66
2025-05-21T10:13:12:896Z 49 46 128 335 995 1092 580 215 1075 66
2025-05-21T10:13:13:924Z 49 46 128 336 997 1091 579 215 1069 65
2025-05-21T10:13:14:952Z 49 46 128 334 1006 1098 581 217 1078 65
2025-05-21T10:13:15:980Z 50 47 132 343 1040 1132 605 228 1114 67
2025-05-21T10:13:16:007Z 52 49 137 353 1056 1151 623 239 1114 67
2025-05-21T10:13:17:035Z 54 52 143 368 1056 1160 640 252 1078 65
2025-05-21T10:13:18:062Z 67 67 182 447 1409 1529 939 418 1436 86
2025-05-21T10:13:19:092Z 108 123 320 724 1783 1900 1244 594 1945 114
2025-05-21T10:13:20:120Z 112 127 327 731 1687 1824 1213 586 1765 106
2025-05-21T10:13:21:148Z 139 166 405 859 2280 2425 1803 1012 2429 145
2025-05-21T10:13:22:176Z 245 334 752 1446 2682 2827 2206 1324 2942 173
2025-05-21T10:13:23:204Z 276 382 839 1580 2608 2775 2247 1392 2810 174
2025-05-21T10:13:24:232Z 376 540 1097 1916 3780 3966 3514 2599 4201 236
2025-05-21T10:13:25:261Z 600 910 1742 2799 3944 4148 3746 2919 4079 227
2025-05-21T10:13:26:291Z 562 843 1604 2568 3642 3871 3572 2893 3283 188
2025-05-21T10:13:27:319Z 746 1137 2015 3018 4840 5130 5136 4755 4972 288
2025-05-21T10:13:28:346Z 900 1378 2331 3351 4494 4806 4885 4654 3978 241
2025-05-21T10:13:29:374Z 841 1282 2117 3037 4775 5129 5457 5529 4656 315
2025-05-21T10:13:30:402Z 1206 1846 2891 3966 6274 6742 7390 7866 8192 667
2025-05-21T10:13:31:430Z 1697 2570 3938 5211 5919 6385 7052 7648 6625 616
2025-05-21T10:13:33:457Z 1145 1724 2617 3452 2875 3199 3439 3900 891 151
2025-05-21T10:13:34:488Z 939 1441 2084 2705 7915 8518 9610 10876 14603 2227
2025-05-21T10:13:35:516Z 3527 5413 7694 9622 16857 17696 20779 24604 59478 24945
2025-05-21T10:13:36:544Z 6384 10326 13696 16387 18748 19295 23096 27214 65535 37158
2025-05-21T10:13:37:572Z 6496 10398 13869 16517 17962 18656 22266 26134 65535 35191
2025-05-21T10:13:38:599Z 6590 10094 13635 16059 20140 21066 24753 29343 65535 46745
2025-05-21T10:13:39:627Z 7768 12502 16950 19619 22997 23727 28389 33531 65535 53240
2025-05-21T10:13:40:667Z 7807 12450 16844 19842 21934 22823 27462 31854 65535 51361
2025-05-21T10:13:41:707Z 7126 11523 15394 18304 17879 18309 22166 25954 65535 45678
2025-05-21T10:13:42:734Z 6174 9856 13300 15483 16944 17171 21082 24329 65535 42332
2025-05-21T10:13:43:762Z 4978 7996 10839 12516 13537 13491 16925 19017 65535 35493
2025-05-21T10:13:44:790Z 4541 7218 9745 11372 12750 12745 15729 17857 65535 34810
2025-05-21T10:13:45:818Z 4447 7026 9481 11036 10269 10426 12495 14702 64399 29671
2025-05-21T10:13:46:849Z 3209 5092 6746 7862 7669 8094 9470 11386 49351 24295
2025-05-21T10:13:47:877Z 2827 4338 5799 6917 7818 8142 9665 11425 49312 24401
2025-05-21T10:13:48:905Z 2940 4519 6075 7190 8006 8307 9877 11690 50166 24612
2025-05-21T10:13:49:933Z 2849 4371 5841 6970 7634 7986 9425 11221 48060 23772
2025-05-21T10:13:50:961Z 2763 4242 5668 6750 7435 7758 9187 10955 47207 23232
2025-05-21T10:13:51:989Z 2735 4199 5613 6662 7378 7705 9129 10882 46954 23024
2025-05-21T10:13:52:017Z 2749 4226 5649 6715 7150 7462 8860 10560 46218 22478
2025-05-21T10:13:53:047Z 2380 3637 4897 5777 5488 5722 6781 8607 33937 17866
2025-05-21T10:13:54:075Z 2046 3176 4227 4978 5872 6029 7271 8951 38491 20196
2025-05-21T10:13:55:103Z 2392 3730 4979 5870 10102 10136 12317 15019 60600 30764
2025-05-21T10:13:56:131Z 4380 6945 9465 10874 11860 12282 14729 17575 65400 30196
2025-05-21T10:13:57:159Z 2691 4230 5725 6592 6632 6672 8347 9830 47567 23911
2025-05-21T10:13:58:187Z 2457 3780 5035 5851 6571 6948 8086 10163 39350 21896
2025-05-21T10:13:59:217Z 2477 3802 5037 5897 6479 6799 8011 9962 38800 21805
2025-05-21T10:14:00:246Z 2394 3668 4864 5661 6394 6687 7882 9811 37923 21582
2025-05-21T10:14:01:284Z 2369 3591 4782 5531 6082 6371 7462 9320 35901 20614
2025-05-21T10:14:02:313Z 2332 3514 4682 5413 6285 6577 7780 9541 38171 21121
2025-05-21T10:14:03:341Z 2604 4027 5376 6268 6780 7013 8275 10143 42958 22139
2025-05-21T10:14:04:369Z 2487 3929 5210 6097 6650 6916 8065 10029 42321 22246
2025-05-21T10:14:05:397Z 2389 3714 4934 5763 7373 7437 9065 10607 45259 23425
2025-05-21T10:14:07:428Z 4789 7517 10180 11747 13293 13743 16740 19442 65535 34252
2025-05-21T10:14:08:456Z 4760 7364 9991 11666 14429 14543 18233 20573 65535 37290
2025-05-21T10:14:09:483Z 4880 7573 10385 11903 5005 5144 6467 7693 27727 15536
2025-05-21T10:14:10:511Z 460 623 850 1017 5238 5508 6565 8140 31193 17301
2025-05-21T10:14:11:539Z 1969 3021 3989 4758 4811 5128 6140 7893 33591 19747
2025-05-21T10:14:12:567Z 1942 2983 4016 4748 5218 5484 6686 8411 32603 19523
2025-05-21T10:14:13:598Z 1748 2553 3521 4223 2885 3152 3802 4848 15834 11756
2025-05-21T10:14:14:626Z 172 215 264 350 477 579 703 1072 3186 2888
2025-05-21T10:14:15:654Z 284 345 421 647 872 1018 1285 1861 5523 4442
2025-05-21T10:14:16:682Z 111 132 157 243 1582 1824 2253 3081 10311 8000
2025-05-21T10:14:17:710Z 1178 1713 2279 2904 4128 4418 5407 6302 23073 12207
2025-05-21T10:14:18:738Z 529 852 1134 1412 4392 4575 5649 6706 25390 14062
2025-05-21T10:14:19:766Z 1548 2401 3194 3862 5397 5606 6907 7749 33134 17785
2025-05-21T10:14:20:797Z 2176 3268 4510 5222 5865 6202 7257 9049 33693 19304
2025-05-21T10:14:21:825Z 2080 3165 4286 5108 5894 6167 7415 9123 32674 19297
2025-05-21T10:14:22:852Z 2191 3286 4507 5352 6268 6580 7927 9736 34400 20253
2025-05-21T10:14:23:881Z 2222 3326 4550 5438 6208 6497 7870 9643 33769 19983
2025-05-21T10:14:24:909Z 2200 3291 4507 5377 6247 6485 7922 9623 34136 20124
2025-05-21T10:14:25:937Z 2187 3264 4484 5337 6192 6435 7823 9532 34249 20134
2025-05-21T10:14:26:965Z 2182 3256 4477 5329 6271 6533 7934 9688 34662 20446
2025-05-21T10:14:27:995Z 2198 3282 4513 5379 6224 6490 7905 9641 34313 20272
2025-05-21T10:14:28:023Z 832 1235 1712 2067 5165 5421 6646 8142 27654 16929
2025-05-21T10:14:29:051Z 2163 3217 4433 5278 6125 6368 7736 9449 33503 19963
2025-05-21T10:14:30:079Z 1254 1852 2535 3076 1890 2061 2698 3463 11928 7816
2025-05-21T10:14:31:107Z 2199 3272 4480 5366 6469 6828 8156 10034 35914 21190
2025-05-21T10:14:32:135Z 2396 3490 4795 5721 6575 6958 8282 10175 36998 21691
2025-05-21T10:14:33:165Z 2438 3529 4852 5784 6611 7013 8329 10225 37053 21738
2025-05-21T10:14:34:193Z 2305 3335 4582 5481 5437 5842 6895 8693 32308 19699
2025-05-21T10:14:35:221Z 2207 3223 4418 5279 1619 1742 2310 2992 10340 7035
2025-05-21T10:14:36:249Z 2148 3134 4291 5124 6499 6934 8211 10090 36257 21332
2025-05-21T10:14:37:277Z 1416 2074 2854 3417 2238 2438 3073 3951 14783 9705
2025-05-21T10:14:38:305Z 2397 3475 4775 5693 6547 6943 8277 10142 36371 21384
2025-05-21T10:14:39:332Z 2310 3374 4632 5528 6528 6934 8258 10136 36255 21336
2025-05-21T10:14:40:373Z 2433 3513 4835 5765 6594 7044 8313 10162 37238 21702
2025-05-21T10:14:41:412Z 2670 3754 5206 6243 6948 7436 8919 10637 41409 23036
2025-05-21T10:14:43:440Z 2740 3872 5359 6436 7307 7814 9380 11135 42475 23620
2025-05-21T10:14:44:468Z 2814 3959 5496 6586 7456 7992 9540 11363 43679 24226
2025-05-21T10:14:45:496Z 2801 3945 5473 6560 7090 7577 9128 10824 39996 22514
2025-05-21T10:14:46:524Z 2699 3819 5292 6360 7181 7700 9246 10999 40827 22841
2025-05-21T10:14:47:554Z 2600 3609 4950 6027 6560 7246 8596 10160 36087 23137
2025-05-21T10:14:48:582Z 2028 2683 3734 4980 5443 6073 7257 9034 29975 21558
2025-05-21T10:14:49:610Z 1745 2483 3263 4007 4598 5164 6178 7815 26665 17391
2025-05-21T10:14:50:637Z 1828 2577 3407 4216 4780 5221 6280 7949 26739 16460
2025-05-21T10:14:51:665Z 1740 2455 3234 4040 4585 5044 6175 7682 25571 15693
2025-05-21T10:14:52:693Z 1778 2481 3292 4141 4968 5726 7191 8744 30513 18782
2025-05-21T10:14:53:721Z 2167 2914 3811 5010 4532 5023 5980 6710 32117 21966
2025-05-21T10:14:54:751Z 2296 2873 3941 4528 7623 7893 9211 10698 27373 18239
2025-05-21T10:14:55:780Z 4755 6879 9352 10947 9781 10155 12208 13818 36188 23293
2025-05-21T10:14:56:808Z 2973 4056 5601 6532 7016 7253 9126 10700 38318 25379
2025-05-21T10:14:57:836Z 2870 3988 5477 6376 7115 7505 9136 10958 39617 25673
2025-05-21T10:14:58:864Z 2311 3063 4170 5006 6374 6579 8123 9398 34954 23998
2025-05-21T10:14:59:892Z 3444 4797 6511 7684 8147 8633 9996 11624 34173 23155
2025-05-21T10:15:00:922Z 3522 4782 6499 7734 8064 8720 10084 12021 33745 20314
2025-05-21T10:15:01:951Z 3280 4555 6130 7325 8182 8830 10174 12140 33732 20266
2025-05-21T10:15:02:979Z 3389 4713 6354 7575 8454 9110 10492 12457 34451 20743
2025-05-21T10:15:03:007Z 3483 4840 6553 7789 8655 9310 10721 12678 34930 21022
2025-05-21T10:15:04:034Z 3502 4862 6594 7821 8511 9167 10570 12521 34576 20826
2025-05-21T10:15:05:062Z 3414 4742 6401 7625 8291 8900 10302 12177 34036 19909
2025-05-21T10:15:06:100Z 3340 4608 6218 7405 8224 8866 10178 12119 33865 20164
2025-05-21T10:15:07:131Z 3174 4369 5882 7044 7261 7826 9111 10888 30975 18100
2025-05-21T10:15:08:159Z 3069 4225 5669 6798 7261 7735 9309 10530 32300 20108
2025-05-21T10:15:09:187Z 2215 2867 3935 4846 8493 9093 10376 12186 31471 17627
2025-05-21T10:15:10:215Z 3136 4221 5830 6938 6747 7425 8538 9927 24933 14704
2025-05-21T10:15:11:242Z 2756 3682 5060 6120 6854 7382 8421 10127 26022 17702
2025-05-21T10:15:12:270Z 2269 3036 4123 5047 2884 3173 3875 5505 20901 20229
2025-05-21T10:15:13:300Z 1210 1485 1648 1935 5073 5448 6675 7991 25930 20591
2025-05-21T10:15:14:328Z 1476 2042 2542 3383 3074 3533 3916 5759 23245 22353
2025-05-21T10:15:15:356Z 1220 1416 1606 1817 6740 7326 8705 10164 32307 20850
2025-05-21T10:15:16:385Z 4534 6397 8785 10345 13127 13833 16293 18136 59706 28607
2025-05-21T10:15:17:413Z 5152 7467 10126 12099 13057 13721 16310 18179 58036 28912
2025-05-21T10:15:19:440Z 4996 7365 9949 11919 13051 13679 16290 18189 57055 28932
2025-05-21T10:15:20:469Z 5053 7477 10101 12067 13125 13769 16309 18160 59123 28807
2025-05-21T10:15:21:499Z 4736 6760 9200 10982 9010 9589 11426 12998 37000 25925
2025-05-21T10:15:22:527Z 3810 5494 7382 8985 9363 9886 11809 13243 36967 25752
2025-05-21T10:15:23:555Z 3747 5394 7263 8826 9839 10340 12456 13848 38138 26007
2025-05-21T10:15:24:583Z 3879 5707 7675 9323 10266 10698 13021 14402 38892 25945
2025-05-21T10:15:25:611Z 3927 5786 7781 9440 10364 10803 13146 14532 39355 26037
2025-05-21T10:15:26:639Z 3969 5850 7874 9542 10522 10942 13316 14746 40015 26191
2025-05-21T10:15:27:670Z 4105 6039 8135 9877 10582 11141 13404 14899 41486 26730
2025-05-21T10:15:28:698Z 4150 6033 8087 9891 11170 11794 14037 15527 49024 27244
2025-05-21T10:15:29:726Z 4557 6618 8908 10827 10737 11303 13416 14953 46501 26696
2025-05-21T10:15:30:754Z 3951 5581 7636 8915 9507 9979 11438 13563 36778 24523
2025-05-21T10:15:31:782Z 3833 5403 7356 8545 9498 9947 11421 13546 36844 24659
2025-05-21T10:15:32:810Z 3768 5318 7226 8399 9326 9769 11232 13343 36527 24724
2025-05-21T10:15:33:841Z 3757 5301 7198 8370 9380 9830 11294 13417 36669 24659
2025-05-21T10:15:34:869Z 3792 5347 7264 8447 9234 9695 11099 13239 36485 24516
2025-05-21T10:15:35:897Z 3716 5223 7090 8240 9106 9556 10935 13078 36197 24405
2025-05-21T10:15:36:925Z 3646 5094 6914 7994 8752 9150 10505 12536 35630 24276
2025-05-21T10:15:37:953Z 3514 4842 6609 7564 8327 8767 10014 12156 34307 23922
2025-05-21T10:15:38:981Z 3477 4764 6518 7452 8512 8903 10181 12142 35050 24089
2025-05-21T10:15:39:008Z 3540 4873 6665 7629 8742 9193 10496 12576 35609 24351
